iter	R2	RMSE
221	0.9954484486	0.01203187635
222	0.9954699048	0.01200348353
223	0.9954852223	0.01198317284
224	0.9955003664	0.01196305813
225	0.9955118708	0.01194775503
226	0.9955295586	0.01192418866
227	0.9955472799	0.01190053079
228	0.9955667542	0.01187447833
229	0.9955792787	0.01185769307
230	0.9955990119	0.0118311983
231	0.995613144	0.01181218731
232	0.995627453	0.01179290709
233	0.9956462853	0.0117674841
234	0.9956581772	0.01175140202
235	0.9956705835	0.01173460078
236	0.9956867554	0.01171266391
237	0.9957023844	0.01169142428
238	0.9957109547	0.01167976093
239	0.9957231069	0.01166320291
240	0.9957356494	0.01164608859
241	0.9957474459	0.01162996911
242	0.9957599575	0.01161284794
243	0.9957720855	0.01159622771
244	0.9957869417	0.0115758362
245	0.9957979005	0.01156077104
246	0.9958120657	0.01154126903
247	0.9958262468	0.01152171209
248	0.9958420075	0.01149993762
249	0.9958527559	0.01148506443
250	0.9958680692	0.01146384111
251	0.995881264	0.01144552227
252	0.9958929693	0.01142924677
253	0.9959016363	0.01141718094
254	0.9959132153	0.01140104117
255	0.995924146	0.0113857842
256	0.9959310915	0.01137607897
257	0.9959403882	0.01136307544
258	0.9959495495	0.01135024666
259	0.9959597558	0.01133593756
260	0.9959736188	0.01131647275
261	0.9959868246	0.01129789953
262	0.9959966634	0.01128404183
263	0.9960046394	0.01127279552
264	0.9960134927	0.01126029888
265	0.9960205378	0.01125034466
266	0.9960283905	0.01123923899
267	0.9960411456	0.01122117669
268	0.9960508482	0.01120741746
269	0.9960620259	0.01119154543
270	0.9960702391	0.01117986862
271	0.996078377	0.01116828677
272	0.9960859496	0.01115749864
273	0.9960949638	0.01114464322
274	0.9961039817	0.01113176759
275	0.9961144101	0.0111168595
276	0.9961212257	0.01110710537
277	0.9961270036	0.01109882957
278	0.9961326024	0.01109080449
279	0.9961440806	0.01107433377
280	0.9961501391	0.01106563027
281	0.9961560072	0.01105719373
282	0.9961692009	0.01103820164
283	0.9961788789	0.01102424962
284	0.9961843199	0.01101639787
285	0.9961906674	0.01100723112
286	0.9962000382	0.01099368402
287	0.996205954	0.01098512322
288	0.9962122348	0.01097602691
289	0.9962187443	0.01096659128
290	0.9962255882	0.01095666236
291	0.9962379161	0.01093875443
292	0.9962484784	0.01092338801
293	0.9962585145	0.0109087671
294	0.996267863	0.01089513022
295	0.9962725183	0.0108883331
296	0.9962801445	0.01087718891
297	0.99628793	0.01086580026
298	0.9962941996	0.01085662028
299	0.9962995399	0.01084879498
300	0.996307421	0.01083723611
301	0.9963166306	0.01082371317
302	0.9963286283	0.01080607099
303	0.9963373121	0.01079328377
304	0.9963440308	0.0107833797
305	0.9963492571	0.01077566939
306	0.9963567684	0.01076457846
307	0.9963670334	0.01074940281
308	0.9963775403	0.01073384749
309	0.9963836035	0.01072486056
310	0.9963914885	0.01071316224
311	0.9964019273	0.01069765542
312	0.9964065551	0.01069077353
313	0.9964151893	0.01067792212
314	0.9964199413	0.01067084246
315	0.996425319	0.010662825
316	0.9964301078	0.01065568049
317	0.9964373853	0.01064481371
318	0.996444468	0.01063422715
319	0.9964503629	0.01062540799
320	0.996456178	0.01061670103
321	0.996459811	0.01061125768
322	0.9964647465	0.01060385832
323	0.9964739629	0.01059002718
324	0.9964812025	0.01057914999
325	0.9964877949	0.01056923541
326	0.9964923706	0.0105623483
327	0.9964982011	0.01055356612
328	0.9965046395	0.01054385982
329	0.9965107876	0.0105345828
330	0.9965150958	0.01052807708
331	0.9965200535	0.01052058579
332	0.996527214	0.01050975634
333	0.9965317145	0.01050294408
334	0.9965378993	0.01049357534
335	0.9965430234	0.01048580685
336	0.9965490747	0.01047662537
337	0.996553789	0.01046946687
338	0.9965576331	0.0104636261
339	0.9965648745	0.01045261462
340	0.9965713697	0.01044272798
341	0.9965779967	0.01043263109
342	0.9965821486	0.01042630012
343	0.9965880011	0.0104173697
344	0.9965916394	0.0104118141
345	0.9965969262	0.01040373595
346	0.9966001351	0.01039882968
347	0.9966075874	0.01038742661
348	0.9966133022	0.01037867374
349	0.9966168836	0.01037318459
350	0.9966221697	0.01036507741
351	0.9966271915	0.01035736963
352	0.9966314586	0.01035081583
353	0.9966349591	0.01034543628
354	0.9966390024	0.01033921904
355	0.9966451598	0.01032974388
356	0.9966487094	0.01032427777
357	0.9966535357	0.01031684096
358	0.9966587357	0.01030882229
359	0.9966627357	0.01030264986
360	0.9966662701	0.01029719277
361	0.996669811	0.01029172267
362	0.9966746274	0.01028427758
363	0.9966795898	0.01027660118
364	0.9966829963	0.01027132845
365	0.9966882513	0.01026318891
366	0.9966925419	0.01025653838
367	0.9966971418	0.01024940369
368	0.9967006994	0.01024388229
369	0.9967066742	0.01023460267
370	0.9967097481	0.01022982512
371	0.9967147832	0.01022199474
372	0.9967176676	0.01021750635
373	0.9967218913	0.01021093032
374	0.9967259887	0.0102045468
375	0.9967288912	0.01020002258
376	0.9967329849	0.01019363795
377	0.9967358155	0.01018922108
378	0.9967384226	0.01018515116
379	0.996741666	0.01018008569
380	0.9967471834	0.010171463
381	0.9967524362	0.01016324711
382	0.9967549441	0.01015932203
383	0.9967592142	0.01015263559
384	0.9967646855	0.01014406179
385	0.9967675662	0.01013954466
386	0.9967715063	0.01013336312
387	0.9967769848	0.01012476172
388	0.9967792234	0.01012124505
389	0.9967842543	0.01011333718
390	0.9967875063	0.01010822211
391	0.9967910269	0.01010268172
392	0.9967958218	0.01009513123
393	0.9967996589	0.01008908483
394	0.9968039954	0.01008224708
395	0.9968067414	0.01007791478
396	0.9968101347	0.01007255874
397	0.9968140146	0.01006643107
398	0.9968181525	0.01005989199
399	0.9968219559	0.01005387762
400	0.9968252026	0.01004874076
401	0.9968279371	0.01004441232
402	0.9968317824	0.0100383223
403	0.9968341671	0.01003454373
404	0.9968373516	0.01002949559
405	0.9968413149	0.01002320938
406	0.9968440546	0.01001886162
407	0.9968480639	0.01001249563
408	0.9968504418	0.01000871801
409	0.9968529029	0.01000480677
410	0.9968553238	0.01000095793
411	0.9968589021	0.009995266333
412	0.9968612267	0.009991567132
413	0.996864639	0.009986134522
414	0.9968681276	0.009980577335
415	0.9968700616	0.009977495251
416	0.9968724525	0.009973683719
417	0.9968758437	0.00996827501
418	0.9968785706	0.009963923695
419	0.9968806746	0.009960565039
420	0.9968840603	0.009955157985
421	0.996887251	0.00995005979
422	0.9968899301	0.00994577687
423	0.9968924292	0.009941780084
424	0.9968948926	0.009937838813
425	0.9968964876	0.009935286085
426	0.9968986578	0.009931811737
427	0.9969015118	0.009927240848
428	0.9969050006	0.00992165039
429	0.9969084898	0.009916056199
430	0.9969115517	0.009911144396
431	0.9969149025	0.009905766345
432	0.9969172844	0.009901941711
433	0.9969207134	0.009896433071
434	0.9969239256	0.009891269893
435	0.9969263771	0.009887327721
436	0.9969292118	0.009882767329
437	0.9969300443	0.009881427578
438	0.996932523	0.009877437558
439	0.9969342413	0.009874670612
440	0.9969375121	0.009869401751
441	0.996938724	0.009867448791
442	0.9969404771	0.009864622953
443	0.9969426871	0.009861059482
444	0.9969454819	0.009856551398
445	0.99694765	0.009853052601
446	0.9969492459	0.009850476549
447	0.996950593	0.00984830144
448	0.996953223	0.009844053554
449	0.9969543045	0.009842306381
450	0.9969558783	0.009839763039
451	0.996958332	0.00983579671
452	0.9969607779	0.009831841238
453	0.9969628314	0.0098285191
454	0.9969652019	0.009824682775
455	0.9969673362	0.009821227526
456	0.9969691488	0.009818291912
457	0.9969712837	0.009814833488
458	0.9969732176	0.009811699394
459	0.9969751998	0.009808486175
460	0.9969780034	0.009803939407
461	0.9969790463	0.009802247715
462	0.9969807488	0.009799485174
463	0.9969821323	0.009797239687
464	0.9969845027	0.009793391331
465	0.9969855839	0.009791635525
466	0.9969872336	0.009788955819
467	0.9969899862	0.009784482862
468	0.9969916449	0.009781786654
469	0.9969938816	0.009778149658
470	0.996994799	0.009776657402
471	0.9969966761	0.009773603584
472	0.996998306	0.00977095116
473	0.996999413	0.009769149376
474	0.9970011833	0.009766267086
475	0.9970024592	0.009764189212
476	0.9970036572	0.009762237786
477	0.9970055573	0.009759142009
478	0.9970080139	0.009755138081
479	0.9970095425	0.009752645765
480	0.9970107939	0.009750604986
481	0.9970124385	0.00974792244
482	0.9970131847	0.009746705003
483	0.9970150075	0.009743730426
484	0.9970175461	0.009739586126
485	0.9970197871	0.009735926352
486	0.9970222671	0.009731874596
487	0.997024133	0.009728825005
488	0.9970263818	0.009725148455
489	0.9970277371	0.00972293193
490	0.9970290284	0.009720819605
491	0.9970303312	0.009718688087
492	0.9970317227	0.00971641083
493	0.9970330703	0.00971420495
494	0.9970347019	0.009711533489
495	0.9970356491	0.009709982335
496	0.9970367492	0.009708180435
497	0.9970380956	0.009705974708
498	0.9970393899	0.009703853784
499	0.9970416858	0.009700090463
500	0.9970427534	0.00969834001
501	0.9970440378	0.009696233655
502	0.9970449382	0.009694756809
503	0.9970468871	0.009691559316
504	0.9970490931	0.009687938798
505	0.9970499845	0.009686475583
506	0.9970521165	0.00968297466
507	0.9970531394	0.009681294548
508	0.9970551385	0.009678010077
509	0.9970559249	0.009676717871
510	0.9970569445	0.009675042149
511	0.9970579386	0.009673407875
512	0.9970590639	0.009671557849
513	0.9970611145	0.009668185302
514	0.9970623843	0.009666096435
515	0.9970640249	0.009663397021
516	0.9970653041	0.009661291607
517	0.997067659	0.009657414443
518	0.9970686719	0.009655746449
519	0.9970706411	0.009652502681
520	0.9970715121	0.009651067579
521	0.9970721321	0.009650045852
522	0.9970738666	0.00964718694
523	0.9970749794	0.009645352401
524	0.997076187	0.009643361208
525	0.9970778879	0.009640555868
526	0.9970788269	0.009639006783
527	0.9970813727	0.009634805528
528	0.9970824535	0.009633021462
529	0.9970844904	0.009629658284
530	0.9970855561	0.009627898056
531	0.9970867093	0.009625993098
532	0.9970878729	0.009624070579
533	0.9970902708	0.009620107512
534	0.9970918233	0.009617540691
535	0.9970930809	0.009615461038
536	0.9970938993	0.009614107275
537	0.9970950176	0.009612257366
538	0.9970969549	0.009609051708
539	0.9970975935	0.009607994739
540	0.9970985968	0.009606333937
541	0.9970995815	0.009604703603
542	0.9971005701	0.00960306667
543	0.9971016204	0.009601327109
544	0.9971026929	0.009599550619
545	0.9971039531	0.009597462726
546	0.9971052367	0.009595335569
547	0.997105935	0.009594178108
548	0.997106717	0.009592881876
549	0.9971075504	0.009591500194
550	0.9971086921	0.009589607041
551	0.9971096936	0.009587945996
552	0.9971120473	0.009584041228
553	0.9971126732	0.009583002707
554	0.9971141342	0.009580577786
555	0.9971148623	0.009579369148
556	0.9971156688	0.009578030157
557	0.9971167575	0.009576222343
558	0.9971176561	0.009574730024
559	0.9971187622	0.009572892711
560	0.9971197026	0.009571330197
561	0.9971203191	0.009570305843
562	0.9971212251	0.009568800216
563	0.9971225232	0.009566642697
564	0.9971232428	0.009565446277
565	0.9971241649	0.009563913133
566	0.9971256543	0.009561436269
567	0.997126615	0.009559838317
568	0.9971275613	0.00955826405
569	0.9971284651	0.009556760068
570	0.9971293942	0.009555213888
571	0.9971303616	0.009553603668
572	0.9971315528	0.009551620596
573	0.9971323199	0.00955034338
574	0.9971332267	0.009548833343
575	0.9971340374	0.009547482961
576	0.997135108	0.009545699574
577	0.9971362063	0.009543869672
578	0.9971381869	0.009540568766
579	0.9971397736	0.009537923665
580	0.9971406028	0.009536540963
581	0.9971416939	0.009534721253
582	0.9971421619	0.00953394067
583	0.9971433387	0.009531977583
584	0.9971439415	0.009530971771
585	0.9971454065	0.009528527109
586	0.9971459618	0.009527600237
587	0.9971468123	0.009526180601
588	0.9971474368	0.009525137909
589	0.9971482953	0.00952370452
590	0.9971488965	0.009522700524
591	0.997150531	0.009519970476
592	0.99715227	0.009517065172
593	0.9971539992	0.009514175228
594	0.9971556538	0.00951140914
595	0.9971570368	0.009509096461
596	0.9971579051	0.009507644226
597	0.9971593243	0.009505270062
598	0.9971598209	0.009504439284
599	0.9971605752	0.009503177002
600	0.9971612624	0.009502026991
601	0.9971621376	0.009500562161
602	0.99716406	0.009497343729
603	0.9971650351	0.00949571081
604	0.9971658128	0.009494408283
605	0.9971669118	0.009492567344
606	0.9971677057	0.00949123713
607	0.9971684084	0.009490059737
608	0.9971690696	0.009488951651
609	0.9971698291	0.009487678681
610	0.9971714299	0.009484995097
611	0.9971721369	0.009483809632
612	0.9971727314	0.009482812637
613	0.9971734318	0.009481638081
614	0.9971743912	0.009480028785
615	0.9971749533	0.009479085759
616	0.997175733	0.009477777545
617	0.9971766882	0.00947617467
618	0.9971776765	0.009474516012
619	0.9971785011	0.009473131764
620	0.9971792914	0.00947180492
621	0.9971810578	0.00946883878
622	0.9971824398	0.009466517412
623	0.9971832615	0.009465136886
624	0.9971843175	0.009463362561
625	0.9971851084	0.009462033413
626	0.9971858999	0.009460702922
627	0.9971870173	0.009458824553
628	0.9971875358	0.009457952673
629	0.9971880924	0.009457016789
630	0.9971887744	0.009455869804
631	0.9971892331	0.009455098389
632	0.9971904925	0.009452979953
633	0.997191124	0.009451917528
634	0.9971919584	0.009450513482
635	0.9971926586	0.009449335096
636	0.9971945686	0.009446120064
637	0.9971959903	0.009443726299
638	0.9971972209	0.009441653724
639	0.9971979174	0.009440480501
640	0.9971985334	0.009439442836
641	0.9971993235	0.009438111705
642	0.9972002953	0.009436474113
643	0.9972010168	0.009435258055
644	0.9972017635	0.009433999417
645	0.9972026473	0.0094325094
646	0.9972040618	0.009430124419
647	0.9972047584	0.009428949529
648	0.9972058296	0.009427142647
649	0.9972071389	0.009424933659
650	0.9972078499	0.009423734006
651	0.9972094073	0.009421105484
652	0.9972102178	0.009419737103
653	0.9972114686	0.009417625257
654	0.9972120257	0.009416684508
655	0.9972130763	0.009414910106
656	0.9972135054	0.009414185253
657	0.9972144283	0.009412626146
658	0.9972153058	0.009411143428
659	0.9972164462	0.009409216141
660	0.9972171248	0.009408069238
661	0.99721773	0.009407046072
662	0.997218268	0.009406136571
663	0.9972190466	0.009404820015
664	0.9972206141	0.009402169166
665	0.9972213958	0.00940084687
666	0.9972219611	0.009399890486
667	0.9972226384	0.00939874469
668	0.9972237634	0.009396840914
669	0.9972245862	0.009395448277
670	0.9972254027	0.009394066239
671	0.9972259304	0.009393172876
672	0.997226706	0.009391859596
673	0.9972276427	0.009390273418
674	0.9972288751	0.0093881861
675	0.9972295542	0.009387035571
676	0.9972303449	0.009385695959
677	0.9972307156	0.009385067779
678	0.9972314415	0.009383837708
679	0.997232199	0.009382553875
680	0.9972327129	0.009381682774
681	0.9972337197	0.009379975993
682	0.9972345199	0.009378619225
683	0.9972352147	0.009377441098
684	0.9972357525	0.009376528973
685	0.9972363547	0.009375507555
686	0.9972369469	0.00937450293
687	0.9972376947	0.009373234351
688	0.9972384107	0.009372019508
689	0.9972393498	0.009370425863
690	0.9972399817	0.009369353356
691	0.9972406852	0.009368159198
692	0.9972410752	0.009367497082
693	0.9972421679	0.009365641826
694	0.9972429288	0.009364349851
695	0.9972436903	0.009363056418
696	0.99724419	0.009362207752
697	0.9972452604	0.009360389368
698	0.9972461259	0.009358918713
699	0.997246708	0.00935792956
700	0.9972481213	0.009355527483
701	0.9972493766	0.009353393405
702	0.9972503194	0.009351790243
703	0.9972511211	0.009350426928
704	0.9972522578	0.00934849349
705	0.9972531463	0.009346981847
706	0.9972536402	0.009346141553
707	0.9972550343	0.009343769033
708	0.9972553855	0.009343171294
709	0.9972560677	0.009342010014
710	0.9972571045	0.009340244992
711	0.9972574866	0.009339594351
712	0.9972580799	0.009338584085
713	0.9972590808	0.009336879547
714	0.9972598221	0.009335616766
715	0.9972604168	0.00933460371
716	0.9972609079	0.009333766882
717	0.9972617023	0.009332413333
718	0.9972624316	0.009331170515
719	0.9972633949	0.009329528636
720	0.9972641733	0.009328201731
721	0.9972650587	0.009326692061
722	0.9972657364	0.009325536447
723	0.9972664377	0.009324340492
724	0.9972669666	0.00932343837
725	0.9972677381	0.009322122298
726	0.997268418	0.009320962381
727	0.9972692568	0.009319531172
728	0.9972698152	0.009318578224
729	0.9972702666	0.00931780789
730	0.9972709106	0.009316708662
731	0.9972716279	0.009315484232
732	0.9972723589	0.009314236235
733	0.9972730081	0.009313127759
734	0.9972736573	0.009312019081
735	0.9972746489	0.009310325471
736	0.9972752864	0.009309236624
737	0.9972761775	0.009307714076
738	0.9972767683	0.009306704619
739	0.9972772961	0.009305802715
740	0.9972778174	0.009304911923
741	0.9972788183	0.009303201135
742	0.9972796092	0.009301849055
743	0.9972803268	0.009300622083
744	0.9972811605	0.009299196366
745	0.9972820974	0.00929759412
746	0.9972826898	0.009296580798
747	0.9972838386	0.009294615448
748	0.9972849478	0.009292717387
749	0.9972858491	0.009291174762
750	0.9972867273	0.009289671622
751	0.9972875146	0.009288323705
752	0.9972883426	0.009286905956
753	0.9972890622	0.009285673626
754	0.997289395	0.00928510362
755	0.9972908947	0.009282534662
756	0.9972916794	0.009281190168
757	0.9972928446	0.00927919344
758	0.9972941023	0.009277037728
759	0.9972949069	0.009275658418
760	0.9972957162	0.009274270778
761	0.9972964924	0.009272939569
762	0.9972969741	0.009272113508
763	0.9972981941	0.00927002074
764	0.9972991999	0.009268295125
765	0.9972998074	0.009267252797
766	0.9973009373	0.009265313653
767	0.9973016685	0.009264058425
768	0.9973025851	0.009262484818
769	0.9973031637	0.0092614914
770	0.9973036264	0.00926069683
771	0.9973044267	0.009259322407
772	0.9973050524	0.009258247684
773	0.9973059658	0.009256678686
774	0.9973069352	0.009255013179
775	0.9973075988	0.009253872719
776	0.9973083945	0.009252505297
777	0.9973091086	0.009251277744
778	0.9973095921	0.009250446664
779	0.9973107554	0.009248446434
780	0.997311562	0.009247059496
781	0.9973123778	0.00924565625
782	0.9973132689	0.009244123404
783	0.9973143186	0.009242317425
784	0.9973153589	0.009240527364
785	0.9973160855	0.009239276799
786	0.9973166604	0.009238287206
787	0.9973173257	0.009237141804
788	0.9973178749	0.009236196276
789	0.9973186029	0.009234942681
790	0.9973194138	0.009233546244
791	0.9973204689	0.009231728776
792	0.9973215946	0.009229789348
793	0.9973224898	0.009228246775
794	0.9973231669	0.009227079973
795	0.9973238214	0.009225951838
796	0.9973247963	0.009224271214
797	0.9973253679	0.009223285746
798	0.9973262694	0.009221731287
799	0.9973270363	0.009220408631
800	0.9973280225	0.009218707551
801	0.9973289771	0.009217060603
802	0.9973296666	0.009215870881
803	0.9973307472	0.00921400592
804	0.9973313308	0.009212998681
805	0.9973324221	0.009211114808
806	0.9973329428	0.009210215764
807	0.9973341066	0.009208205996
808	0.9973350555	0.009206566976
809	0.9973357535	0.009205361203
810	0.9973364999	0.009204071675
811	0.9973369708	0.009203258058
812	0.9973377529	0.009201906517
813	0.9973383619	0.00920085404
814	0.9973390665	0.009199636107
815	0.9973395348	0.009198826492
816	0.9973404132	0.0091973078
817	0.9973408806	0.009196499646
818	0.9973414272	0.00919555438
819	0.9973423057	0.009194034841
820	0.9973434711	0.009192018853
821	0.99734414	0.009190861651
822	0.9973448246	0.009189676886
823	0.9973455249	0.009188464941
824	0.9973463079	0.009187109641
825	0.9973470622	0.009185803836
826	0.9973482572	0.009183734858
827	0.9973493014	0.009181926478
828	0.997350221	0.009180333681
829	0.9973509963	0.009178990431
830	0.997351533	0.009178060539
831	0.9973520589	0.009177149314
832	0.9973525655	0.009176271306
833	0.9973535598	0.009174547983
834	0.997354255	0.009173342856
835	0.9973547929	0.009172410407
836	0.9973555003	0.009171183725
837	0.9973561852	0.009169996162
838	0.9973568596	0.009168826512
839	0.9973575708	0.009167592754
840	0.9973585351	0.009165919889
841	0.9973589942	0.009165123376
842	0.9973596159	0.009164044538
843	0.9973601179	0.009163173366
844	0.9973604899	0.009162527604
845	0.9973610551	0.009161546601
846	0.9973617582	0.009160326095
847	0.9973623514	0.009159296189
848	0.9973631251	0.009157952826
849	0.997363857	0.009156681712
850	0.9973646024	0.009155387091
851	0.9973653183	0.009154143515
852	0.9973659618	0.009153025386
853	0.9973668196	0.009151534995
854	0.9973673649	0.009150587313
855	0.9973680542	0.009149389312
856	0.9973684642	0.009148676622
857	0.9973690001	0.00914774497
858	0.9973697149	0.009146502265
859	0.99737057	0.00914501539
860	0.9973709574	0.009144341698
861	0.997371517	0.009143368437
862	0.9973720773	0.009142393924
863	0.9973726964	0.009141316897
864	0.997373544	0.009139842247
865	0.997374104	0.009138867886
866	0.997374601	0.009138002992
867	0.9973754547	0.009136517049
868	0.9973760389	0.009135500278
869	0.9973767072	0.009134336812
870	0.9973773301	0.009133252307
871	0.9973781474	0.009131828997
872	0.9973789421	0.00913044489
873	0.9973793684	0.00912970252
874	0.9973798413	0.009128878708
875	0.9973803988	0.009127907499
876	0.9973813798	0.00912619811
877	0.9973818819	0.009125323122
878	0.9973823075	0.009124581394
